userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content
aceh loka,Ok,5,4.2.3,2022-12-29 04:41:17,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Adell Ino,Ribet,3,4.2.3,2022-01-28 06:17:00,-1.0,-1.0,-1.0,Negatif,Ribet
Mohamad Ubaedillah,Sangat nyaman digunakan,5,4.3.0,2022-12-21 12:34:15,1.0,1.0,1.0,Positif,Very comfortable used
Wahyudi Thaha,Kenapa layanannya tergembok semua setelah update?,4,4.2.3,2022-01-20 14:10:00,-1.0,-1.0,-1.0,Negatif,Why is the service all padlocked up after the update?
Asril Anas,"Menurut sy, OK",5,4.2.3,2022-10-26 22:59:43,1.0,1.0,1.0,Positif,"According to me, OK"
Yafi Ahmad Fachri,"Kenapa sekarang info riwayat pelayanan hanya satu yang bisa di akses, untuk info riwayat pelayanan anggota yang lain tidak bisa di lihat / di akses, seharusnya kan bisa di akses karena anggota keluarga kita juga. Masak keluarga kita juga tidak bisa di lihat.kan itu juga riwayat pelayanan sama punya kita, Masuknya pun atas dasar kartu keluarga!🤔",3,4.3.0,2022-12-27 08:50:46,-1.0,-1.0,-1.0,Negatif,"How come now the service history is only one person who can be accessed, for the information of the other member's service history can not be seen / in access, should be accessable because our family members too. cook our family as well as the same service history as ours, enter on the basis of the family card!"
Barkiah Barkiah,Terlalu banyak verifikasi ..,2,4.2.3,2022-10-29 03:25:14,-1.0,-1.0,-1.0,Negatif,Too much verification..
Kris Tanto,Kalau untuk cetak krtunya knpa cmn 2 ya . Sya 1 kk ada 4 . Mohon solusinya,2,4.2.3,2022-01-16 10:24:00,-1.0,0.0,0.0,Netral,"If it's for printing, why cmn 2 yes. 1 kk is 4. Please solve it."
HERI SULISTIONO,"Gak bisa masuk,padahal nik sudah terdaftar sebelumnya",1,4.2.3,2022-12-12 00:01:50,-1.0,-1.0,-1.0,Negatif,"Couldn't get in, and i'm already registered."
Azam Azam,Mudah.cepat.praktis.,5,4.2.3,2022-01-17 10:03:00,1.0,1.0,1.0,Positif,Easy. Go. Practice.
Ade Chandra,Mantap.. tidak ribet,5,4.2.3,2022-12-05 09:58:18,1.0,1.0,1.0,Positif,It's great. It's not complicated.
Sofhie Albugis,Sangat membantu... Tingkatkan lagi,5,4.2.3,2022-01-20 12:32:00,1.0,1.0,1.0,Positif,It's a big help... upgrading.
Rus Mayadi,Ngebug tampilan syarat dan ketentuan menutupi gak bisa diclose,1,4.3.0,2023-01-06 12:46:49,-1.0,-1.0,-1.0,Negatif,Neighbouring conditional display and mask terms could not be closed
rahmat hidayat,Sangat Membantu 👍👍,5,4.3.0,2023-01-14 08:37:37,1.0,1.0,1.0,Positif,Very Helpful ▪
TOKO BERNIKA,Enak make nya ga perlu repot harus kekantor lg apalagi pas pandemi gini,5,4.2.3,2022-01-26 03:53:00,1.0,1.0,1.0,Positif,It's good that you don't have to go to the office anymore.
Ashari Aziz,Sangat membantu saya dalam hal kesehatan,5,4.3.0,2022-12-29 13:02:31,1.0,1.0,1.0,Positif,It really helps me with my health.
Eko Supriadi,Sangat membantu,5,4.3.0,2022-12-26 07:14:21,1.0,1.0,1.0,Positif,Very helpful.
Ihsan Firmansyah,Mudah dan praktis,5,4.3.0,2023-01-23 03:48:01,1.0,1.0,1.0,Positif,Easy and practical
Ilyasa Putra,"App sangat membatu, mantab",5,4.2.3,2022-01-02 01:22:00,1.0,1.0,1.0,Positif,"App's very petrified, great."
Hendry Ramdani,"Eror terus sudah 1 bulan tidak bisa daftar online, percuma ada aplikasi nya, tidak ada perbaikan, antrian panjang harus dari jam 3 subuh, baru kebagian",1,4.2.3,2023-01-06 02:05:12,-1.0,-1.0,-1.0,Negatif,"Error continues for 1 month can't list online, there's no application, there's no improvement, the long queue must be from 3 a.m., only to the section"
predo yogis,Sangat membantu... *****,5,4.2.3,2022-10-24 03:12:09,1.0,1.0,1.0,Positif,It helps... *****
Fitri Putri Utami Hasan,"Terbaik, memudahkan akses untuk kesehatan",5,4.3.0,2023-01-25 02:37:06,1.0,1.0,1.0,Positif,"Best, ease access to health"
Muhammad Sadad,👍🏻,5,4.2.3,2022-01-08 03:35:00,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
Made Kayika,"Aplikasinya sangat ribet pas mau verifikasi mnggunakan kode otp tdk bisa krna pulsa gk cukup padahal pulsa ada bnyk,,kurang paham seberapa banyak diperlukan pulsa hanya untuk kirim kode otp",1,4.2.3,2022-01-18 00:25:00,-1.0,-1.0,-1.0,Negatif,"The application is very complicated. When you want to verify, you can't use the code because the pulse isn't enough, and the pulse has multiple pulses, which don't understand how much pulses are required just to send the aotp code."
IR12NO 81JO,"Siip lah tingkatkan terus spy lbh cepat, simple, dan mudah diakses terima kasih. Joss tenan mantap abis !!! Semoga juga diikuti pelayanan nya yg maksimal",5,4.2.3,2022-12-16 08:13:20,1.0,1.0,1.0,Positif,"Keep it up, keep it up, keep it up, keep it up, keep it down. &lt;i&gt;&lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;i&gt;&lt;/i&gt; &lt;i&gt;&lt;/i&gt; &lt;i&gt; Thank you. &lt;i&gt;&gt;&lt;/i&gt; &lt;i&gt; Thank you! &lt;/i&gt; &lt;/i&gt; &lt;i&gt; Please follow the maximum service. &lt;/i&gt; &lt;/i&gt; &lt;i&gt;"
Jon Salopo,Lumayan membantu,4,4.2.3,2022-01-17 08:13:00,1.0,1.0,1.0,Positif,Not bad at all.
"K.A. Haris Eka Rama, SE.",Good Job On Redmi 9T🇲🇨,5,4.2.3,2022-01-14 07:24:00,1.0,1.0,1.0,Positif,Good Job On Redmi 9T
Firman Badruzaman,Mudah dan cepat,5,4.2.3,2022-10-13 12:23:27,1.0,1.0,1.0,Positif,"It's easy, and it's fast, and it's easy, and it's easy, and it's easy, and it's fast, and it's easy, and it's easy, and it's easy, and it's easy, and it's easy, and it's easy, it's easy, and it's easy, and it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's fast, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it's easy, it'"
Aini Anggraeni,Mudah dah cepat,5,4.2.3,2022-12-26 06:12:46,1.0,1.0,1.0,Positif,"It's easy, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's easy, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's easy, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's easy, it's easy, it's fast, it's easy, it's easy, it's easy, it's fast, it's fast, it's easy, it's fast, it's easy, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast, it's fast,"
Dewi Nur,Terimakasih aplikasi ini membantu saya,5,4.2.3,2022-10-12 09:05:19,1.0,1.0,1.0,Positif,Thank you. This application helped me.
Tya Riyans,Ada kemajuan,5,4.3.0,2023-01-14 06:08:36,1.0,1.0,1.0,Positif,There's been progress.
Doddy Ashar,Sangat membantu,5,4.2.3,2022-01-07 03:36:00,1.0,1.0,1.0,Positif,Very helpful.
Davidson Swartz Massie,Jos Mar kojos,5,4.2.3,2022-12-20 02:34:50,1.0,1.0,1.0,Positif,Jos Mar kojos
Hastofa Rian,Ok,5,4.3.0,2023-01-22 03:44:27,1.0,1.0,1.0,Positif,Okay.
Dimas Fajar Ramadhan,Membantu,5,4.2.3,2022-01-29 00:30:00,1.0,1.0,1.0,Positif,Help
Feni Putri,Sangat puas,5,4.2.3,2022-12-13 03:15:39,1.0,1.0,1.0,Positif,Very content.
Tapa Nagan,Mantap,5,4.2.3,2022-12-04 08:46:14,1.0,1.0,1.0,Positif,Steady.
David Witson,Topp,5,4.2.3,2022-01-12 01:37:00,1.0,1.0,1.0,Positif,Topp
Dompeng Junior,Bagus sangat bagus,5,4.3.0,2023-01-14 12:25:32,1.0,1.0,1.0,Positif,Good. Very good.
hendriy raider,ok,4,4.3.0,2023-01-03 02:50:44,1.0,1.0,1.0,Positif,Okay.
L Ryugami,Ok,5,4.2.3,2022-10-19 10:35:22,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Angga Vigupta,Mantap,5,4.2.3,2022-01-01 01:47:00,1.0,1.0,1.0,Positif,Steady.
Tami Mutamimah,"Keren sekarang setelah update yg terbaru, mau ubah data dan lain"" sudah gampang dan g ribet lagi. Yg sebelumnya selalu ngeblank tiap mau ubah data dengan nomor hp tidak terlihat sehingga tidak bisa konfirmasi apapun. Sekarang g perlu repot"" ke kantor bpjs kesehatan untuk melakukan perubahan data, pindah faskes. Terima kasih sekarang mobile jkn sudah lebih baik.",5,4.2.3,2022-01-30 07:43:00,1.0,1.0,1.0,Positif,"It's cool now that after the latest updates, you want to change data and stuff"" is easy and it's hard to get back to the medical office to do data changes, to change faskets, thank you for not being able to confirm anything."
Sugiarti Sampit,"Kenapa saya gagal terus mau daftar ,jadi ribet banget sih",2,4.3.0,2023-01-16 15:16:19,-1.0,-1.0,-1.0,Negatif,Why do I keep failing to sign up? It's so hard.
Meyla Channel,👍,5,4.3.0,2023-01-17 04:17:23,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
Deny Bager,Bagus banget,5,4.2.3,2022-01-13 15:57:00,1.0,1.0,1.0,Positif,Very good.
Wawang Kosasih,Good,5,4.2.3,2022-12-20 09:04:03,1.0,1.0,1.0,Positif,Good
Sopridah Sopridah,Memudahkan perubahan data terupdate,5,4.2.3,2022-10-04 03:07:47,1.0,1.0,1.0,Positif,Easing updated data changes
Ira Gusprihatin,Will be better,4,4.2.3,2022-12-06 08:00:26,1.0,1.0,1.0,Positif,Will be better
Soleh Manis,Nice,5,4.2.3,2023-01-06 02:37:48,1.0,1.0,1.0,Positif,Nice
Sri Wulan dari,bagus aplikasix,5,4.2.3,2022-12-07 10:12:29,1.0,1.0,1.0,Positif,Nice application.
Hartono budi Yuwono,"Alhamdulillah, amat sangat membantu. Terimakasih JKN. .",5,4.2.3,2022-01-07 13:07:00,1.0,1.0,1.0,Positif,"Thank you, JKN."
Yanti Elsa,Mudah dan cepat,5,4.3.0,2022-12-30 12:13:16,1.0,1.0,1.0,Positif,Easy and fast
Nurazizah.12 Siti,jika lupa password bagaimana,4,4.2.3,2022-01-19 01:18:00,0.0,0.0,0.0,Netral,"If you forget the password, what will you do?"
Asep Suhendar,Alhamdulillah sangat membantu sekali,5,4.2.3,2022-01-18 14:19:00,1.0,1.0,1.0,Positif,Alhamdulillah was very helpful.
Paharuddin Bahtiar,Sangat membantu,5,4.2.3,2023-01-03 12:37:59,1.0,1.0,1.0,Positif,Very helpful.
danang yanuar,"Aplikasi gmn ini, daftarnya sulit, nomer udah di gunakan peserta lain, padahal udah tak ganti nomer yg tak masukan tetep gtu terus jawabannya",1,4.2.3,2022-12-01 10:44:23,-1.0,-1.0,-1.0,Negatif,"This application, it's hard to list, the number has been used by other participants, and it doesn't change the number that doesn't add up anymore."
yunus arasy,Mnteeepp🔥🔥🔥,4,4.2.3,2022-01-04 01:24:00,1.0,1.0,1.0,Positif,Mnteeepp
HanzoAsassin21 Asassin21,Fast respon dan sangat membantu sekali,5,4.2.3,2022-01-08 09:32:00,1.0,1.0,1.0,Positif,Fast response and very helpful.
adji rahmat,Pelayanan jadi lebih cepat,5,4.3.0,2023-01-18 00:29:01,1.0,1.0,1.0,Positif,The service is faster.
fajar nazarudin,mantap,5,4.3.0,2023-01-27 23:35:41,1.0,1.0,1.0,Positif,Steady.
iwan Setiawan,Berobat bisa lebih mudah kontrol nya,5,4.2.3,2022-12-14 04:24:22,1.0,1.0,1.0,Positif,Medication can be easier to control.
nanda arya,Parah belum juga daftar laporan sudah terdaftar... Kaya apa saya mau masuk Daftr antrian,1,4.2.3,2022-01-16 01:54:00,-1.0,-1.0,-1.0,Negatif,It's not as if I want to be in the Daftr queue.
Ami Sutarmi,"Sudah daftar BPJS satu bulan yg lalu trus ganti HP waktunya mau bayar kartu, no ga muncul lgi tanya ke pandawa malah jawabnya riset pasword, riset imel imel, mah tau, tolonglah sy orang gaptek",2,4.2.3,2022-12-10 19:03:50,-1.0,-1.0,-1.0,Negatif,"It's a list of BPJS a month ago. Then change the phone. Time to pay the card, no show up."
Yuli Alfiyah,OK..sangat membantu,5,4.2.3,2022-12-08 03:56:15,1.0,1.0,1.0,Positif,OK.. very helpful
Heru Senjoyo,Bermanfaat,5,4.2.3,2022-12-15 20:55:53,1.0,1.0,1.0,Positif,Beneficial
muhammad syahril,Mantap,5,4.2.3,2022-01-01 01:39:00,1.0,1.0,1.0,Positif,Steady.
Gondrong Tingkir,Mantap,5,4.2.3,2023-01-01 01:54:00,1.0,1.0,1.0,Positif,Steady.
Lek Yon,Oke,3,4.3.0,2023-01-14 03:36:24,1.0,1.0,1.0,Positif,Okay.
Khrisna Putra,Ok,5,4.2.3,2022-01-29 01:25:00,1.0,1.0,1.0,Positif,Okay.
Ghina Sahid,Ok,5,4.2.3,2022-09-26 05:31:54,1.0,1.0,1.0,Positif,Okay.
amran iskandar,"Aplikasi sangat membantu untuk perpindahan Faskes, makin bagus apk",5,4.2.3,2022-12-30 03:48:09,1.0,1.0,1.0,Positif,"The applications are very helpful for Faskes' transfer, the better the apk"
Hasan udin,Good,5,4.2.3,2022-10-29 02:40:12,1.0,1.0,1.0,Positif,Good
dani ardi,Sangat membantu,5,4.3.0,2022-12-22 01:38:21,1.0,1.0,1.0,Positif,Very helpful.
Nayla Jihan,Sangat membantu,5,4.2.3,2022-12-06 07:01:00,1.0,1.0,1.0,Positif,Very helpful.
Komar Yadi,"Mantap, jadi mudah buat kami sekeluarga",5,4.2.3,2022-01-05 04:48:00,1.0,1.0,1.0,Positif,"Great, so it's easy for us as a family."
I T H A _ 4 6,bagus sekali aplikasi nya sangat membantu dan sangat dimengerti,5,4.2.3,2022-01-08 01:34:00,1.0,1.0,1.0,Positif,Very good. The application is very helpful and very understandable.
irhu peuhulu,Pelayanan mantap dan simpel,5,4.2.3,2023-01-02 22:04:23,1.0,1.0,1.0,Positif,A still and simple ministry
Rino Ardiyan,Mantap,5,4.2.3,2022-01-17 22:39:00,1.0,1.0,1.0,Positif,Steady.
Dedi Kristanto,Ok,4,4.2.3,2022-01-04 13:30:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Dhe Hasan,Kenapa nama anggota peserta hilang,5,4.2.3,2023-01-03 02:53:16,-1.0,-1.0,-1.0,Negatif,Why is the participant's name missing?
capri forester,Good,5,4.2.3,2022-09-23 09:01:05,1.0,1.0,1.0,Positif,Good
Haris hadihanafi,Jos,5,4.2.3,2022-10-27 17:51:58,1.0,1.0,1.0,Positif,Jos
Ari Faizal,Sangat membantu,5,4.2.3,2022-01-12 12:30:00,1.0,1.0,1.0,Positif,Very helpful.
Rizcki Ramadhan,"Alhamdulillaah sangat membantu, kasih bintang 5 dulu saja",5,4.2.3,2022-12-20 06:59:09,1.0,1.0,1.0,Positif,Alhamdulillah is very helpful. Just give me a 5-star first.
solehudin alamiri,Memudahkan dan Memuaskan,5,4.2.3,2022-12-09 05:01:53,1.0,1.0,1.0,Positif,Easing and Satisfying
Dwi Wahyuni,Terimakasih..mempermudah kami,5,4.3.0,2023-01-13 07:29:45,1.0,1.0,1.0,Positif,Thank you. Make it easy for us.
muhammad Roziq,Fitur yang tersedia kurang memadai. Baru kali ini saya menemukan aplikasi yang harus membayar untuk bisa dapat kode OTP,1,4.3.0,2023-01-24 06:15:11,-1.0,-1.0,-1.0,Negatif,Insufficient features are available. Only this time I found an application that has to pay to get OTP code
The Mang Taufik,Apk nya cukup bagus.,5,4.3.0,2023-01-12 05:52:00,1.0,1.0,1.0,Positif,It's pretty good.
Maskur Spsi,Bermanfaat! Terus lebih baik!,5,4.3.0,2022-12-27 12:05:58,1.0,1.0,1.0,Positif,"That's good, that's better!"
Ibrahim Baim,"Tidak ribet, mudah di pahami mantappppppp",5,4.3.0,2023-01-20 16:03:13,-1.0,1.0,1.0,Positif,"It's not complicated, it's easy to understand."
Muhendra Muhendra,Bagus,5,4.2.3,2022-01-22 14:09:00,1.0,1.0,1.0,Positif,Good.
Fredy Alamsyah,"Kenapa gak bisa masuk, padahal data sudah benar..",1,4.2.3,2022-01-02 06:08:00,-1.0,-1.0,-1.0,Negatif,Why can't you come in when the data is correct..
Putra Sulunk,Aplikasi bagus sangat bermanfaat 👍👍,5,4.2.3,2023-01-07 15:19:09,1.0,1.0,1.0,Positif,Good apps are very useful.
Benny Boediman,Tingkatkan terus layanan pada konsument & tetap jaya bpjs,5,4.3.0,2023-01-19 07:07:21,1.0,1.0,1.0,Positif,Upgrade continue service on consumer & still achieves bpjs
T- owel,"Sudah di update berulangkali tapi tetap tidak bisa masuk, disuruh update lagi dan lagi, ruwet",2,4.3.0,2023-01-20 13:23:55,-1.0,-1.0,-1.0,Negatif,"It's been updated repeatedly but still can't get in, told to update again and again, disorderly"
ace jumadi,Mobile jkn sangat bagus aplikasi nya,5,4.2.3,2022-01-08 09:23:00,1.0,1.0,1.0,Positif,Mobile wouldn't be so good at the app.
Mei Liana,Layanan Antrian perlu diperbaiki belum berfungsi dengan baik.,1,4.3.0,2023-01-28 02:31:11,1.0,-1.0,-1.0,Negatif,Queue services need to be repaired are not functioning properly.
Dwi Hari,Sangat mempermudah,5,4.2.3,2022-01-03 01:30:00,1.0,1.0,1.0,Positif,It's easy.
Win Rec,Sangat membantu 👍👍,5,4.3.0,2023-01-20 06:30:07,1.0,1.0,1.0,Positif,Very helpful.
Djamzi S.F,"Sangat memuaskan, pertahankan dan kalo bisa ditingkatkan lg.",4,4.3.0,2023-01-10 10:36:13,1.0,1.0,1.0,Positif,"It's very satisfying, keep it up and if it can be improved."
Henoch Dedy,"Yah lumayan memudahkan sih, tapi msih ada beberapa bug yang harus di perbaiki.",5,4.3.0,2023-01-08 16:24:43,0.0,1.0,1.0,Positif,"Well, it's pretty easy, but there's still some bugs to fix."
Anang Wiharso Part 2,Semoga bisa membantu yaallah,5,4.3.0,2023-01-29 01:31:00,1.0,0.0,1.0,Positif,Hope it helps yaallah
Dhafin Ramdani,Good,5,4.3.0,2023-01-06 02:50:09,1.0,1.0,1.0,Positif,Good
M Kasman,"Dengan Mobile JKN, Proses perubahan faskes bisa dimana saja n kapan saja...",5,4.3.0,2023-01-07 07:58:38,1.0,1.0,1.0,Positif,"With Mobile JKN, the process of changing faskes could be anywhere at any time..."
Mia Citra,Bagus,4,4.2.3,2022-01-16 03:12:00,1.0,1.0,1.0,Positif,Good.
Wahyu P,Sangat bermanfaat. Informasinya lengkap. Penggunaannya mudah,5,4.3.0,2023-01-19 08:30:44,1.0,1.0,1.0,Positif,"It's very useful, the information is complete, the use of it is easy."
Dhilan fadillah,Instan,5,4.2.3,2022-01-09 05:19:00,1.0,1.0,1.0,Positif,Instant
Soeta Hatta,Manyap,5,4.2.3,2022-12-04 22:02:53,1.0,1.0,1.0,Positif,Manyap
bagas erwin,"Abia isi capthca malah muncul {""RESPONSE_CODE"":""06"",""RE Tidak SPONSE_DESC"":""Jam Akses Sesuai"",""RESPONSE"":""Jam Akses Tidak Sesuai""} Kalo ga sanggup ngurus aplikasi gausah sok bikin aplikasi lah",1,4.2.3,2022-10-19 19:14:26,-1.0,-1.0,-1.0,Negatif,"In fact, the content of capthca appears."
andi sofyan,Oke,5,4.3.0,2023-01-05 13:46:34,1.0,1.0,1.0,Positif,Okay.
Yusuf Supryadi,Pada sangat mudah,5,4.2.3,2022-12-01 02:29:00,1.0,1.0,1.0,Positif,At a very easy time
Roy Abhimanyu,Good,5,4.2.3,2022-10-31 07:59:11,1.0,1.0,1.0,Positif,Good
Heru Yuwono,semakin aman,4,4.3.0,2023-01-04 05:09:14,1.0,1.0,1.0,Positif,It's getting safer.
Haryati H. Ragalutu,Ok,5,4.2.3,2023-01-03 07:35:22,1.0,1.0,1.0,Positif,Okay.
Dessy Liantie,"Puas, sangat mudah dan proses cepqt",5,4.3.0,2023-01-29 04:12:49,1.0,1.0,1.0,Positif,"Satisfied, very easy and cepqt process"
Tupper Ware,Ok,5,4.2.3,2022-01-10 05:01:00,1.0,1.0,1.0,Positif,Okay.
budiman deni,"Puas sangat membantu jadi peserta gk usah ke kantor BPJS, terimakasih semoga tambah sukses dengan pelayanan yang terbaik",5,4.3.0,2022-12-27 00:52:46,1.0,1.0,1.0,Positif,"It's a big help being a participant. Don't go to the BPJS office, thank you. Good luck with the best service."
Ari Fudin,"sangat mengecewakan, mau ambil nomor antrean di faskes lanjutan tapi tidak bisa, padahal sudah ada fitur booking antrean, tapi fungsinya tidak berfungsi sama sekali, sungguh aplikasi yang sangat tidak bermanfaat",1,4.2.3,2022-01-24 14:50:00,-1.0,-1.0,-1.0,Negatif,"It's disappointing, trying to pick up numbers on advanced faskes but can't, when there's already a booking feature in line, but the function doesn't work at all, really, a very useless application."
Zoel Bakri,Aplikasi ini sangat membantu... terima kasih Jkn mobile,5,4.2.3,2022-10-13 00:32:02,1.0,1.0,1.0,Positif,This application is very helpful... Thank you. No mobile.
Hermawan Fawwaz,"Menu nya semakin lengkap, penggunaannya juga mudah...sangat membantu",5,4.2.3,2022-01-22 10:04:00,1.0,1.0,1.0,Positif,"The menu is getting complete, its use is also easy... very helpful"
luqman asfari,Sangat membantu,5,4.3.0,2023-01-19 07:50:44,1.0,1.0,1.0,Positif,Very helpful.
Aprih Astuty,Mempermudah peserta bpjs untuk mengetahui faskes dan data yg benar,5,4.3.0,2023-01-19 03:15:16,1.0,1.0,1.0,Positif,Makes it easier for the participants to know the right faskes and data.
Zainul 92,Sangat bermanfaat,5,4.2.3,2022-01-20 01:34:00,1.0,1.0,1.0,Positif,Very useful.
Usman Direbo,👍,5,4.2.3,2022-09-22 04:43:23,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
raddyt rahmatullah,"Mau ganti kartu kepesertaan kok nggak ada di aplikasi..? Apa harus datang ke kantor cabang dulu baru bisa ganti peserta..? Masalahnya salah satu anak saya sudah tidak ikut di KK saya, tapi tetap terdaftar di bpjs saya dan tiap bulan saya bayar.. apa tidak bisa digantikan a/n suami saya, karena dia belum masuk..",1,4.3.0,2023-01-16 00:41:35,-1.0,-1.0,-1.0,Negatif,"Why don't you change your card for an application? Do you have to come to the branch first to change the participants..? The problem is that one of my kids hasn't gone to my KK yet, but it's still registered in my office and every month I pay.. can't be replaced by my husband, because he hasn't come in yet.."
Ilman Hanapi,"Aneh.... Bisa bisanya menyimpan data yang tidak valid, mau verifikasi aja susahnya na'udzubillah... Gak guna.",1,4.3.0,2023-01-05 08:13:16,-1.0,-1.0,-1.0,Negatif,"It's strange... how you can keep invalid data, how hard it is to verify."
Rwanz Channel,Mudah di akses,5,4.2.3,2022-01-22 04:58:00,1.0,1.0,1.0,Positif,Easy to access.
Tobing sandro,Ok,4,4.2.3,2023-01-13 10:18:47,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,"
Syawaluddin A Muhammad,Sngat mbantu,5,4.2.3,2022-01-07 01:22:00,1.0,1.0,1.0,Positif,"Give me a hand, will you? No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no."
